click_id,campaign_id,creative_id,platform,click_timestamp,cost_per_click,raw_utm_url,conversion_value
413011,1008,5089,GOOGLE,10/08/2025 22:27,7.84,https://valuetainment.com/?utm_campaign= brand_fx_sponsor &utm_medium=CPC&utm_source=facebook,258.32
978051,1003,5616,Google,2025-12-23 09:06:07,1.81,https://valuetainment.com/?utm_medium=CPC&utm_source=meta&utm_campaign=Vt_summit_earlybird,10.1
329389,1007,5777,meta,2026-02-07 06:49:06,4.06,https://valuetainment.com/?utm_medium=cpc&utm_campaign=vt--summit--lastcall!!&utm_source=tiktok,20.12
443674,1005,5459,GOOGLE,2026-05-21 20:10:23,1.57,https://valuetainment.com/?utm_campaign=PBD_RETARGET_WARM&utm_source=meta&utm_medium=CPC,
191328,1015,5006,tiktok,2025-10-08 11:40:51,3.31,https://valuetainment.com/?utm_campaign= pbd_yt_remarketing &utm_medium=CPC&utm_source=tiktok,
411084,1013,5284,google,2026-06-02 15:50:56,10.77,https://valuetainment.com/?utm_campaign=patlibbundle&utm_source=TikTok&utm_medium=Paid_Social,741.46
904625,1011,5142,GOOGLE,2026-03-29T18:58:05Z,3.04,https://valuetainment.com/?utm_campaign=Consult_dfy_retgt&utm_source=Google&utm_medium=CPC,143.55
848020,1002,5616,meta,2025-10-07 21:49:45,6.71,https://valuetainment.com/?utm_campaign=br@nd_gs_pr0m0&utm_source=Google&utm_medium=ppc,214.39
241997,1001,5665,meta,2026-01-28T17:14:24Z,4.61,https://valuetainment.com/?utm_campaign=pbd_pod_prosp_q1&utm_medium=CPC&utm_source=tik_tok,31.83
220932,1009,5228,google,05/31/2026 06:40,,https://valuetainment.com/?utm_source=meta&utm_campaign=leadership_101_ev&utm_medium=CPC,45.91
681135,1011,5027,Meta,2026-04-15 09:09:32,4.06,https://valuetainment.com/?utm_medium=CPC&utm_campaign=consult-dfy-retgt&utm_source=meta,614.62
629462,1006,5733,meta,12/13/2025 18:06,,https://valuetainment.com/?utm_campaign=ceo-bootcamp-prosp&utm_source=Google,101.74
838505,1008,5574,meta,2026-05-07 10:56:37,10.17,https://valuetainment.com/?utm_campaign=brand_fx&utm_source=tik_tok&utm_medium=Paid_Social,709.3
451216,1001,5459,google,2026-05-01 20:17:50,4.02,https://valuetainment.com/?utm_campaign=PBD_POD_PROSP_Q1&utm_source=META,658.11
483328,1005,5616,GOOGLE,2025-12-04 03:07:37,11.45,https://valuetainment.com/?utm_source=facebook&utm_campaign=Pbd_retarget_warm&utm_medium=CPC,
523162,1010,5777,Meta,2026-01-08T03:16:46Z,0.71,https://valuetainment.com/?utm_campaign=pbd_cold&utm_source=meta,348.17
248468,1012,5604,tiktok,2026-06-09 23:07:39,0.68,https://valuetainment.com/?utm_source=META&utm_campaign=vt_summit_vip&utm_medium=cpc,494.7
544092,1008,5225,google,2026-03-30T11:29:51Z,5.73,https://valuetainment.com/?utm_medium=cpc&utm_campaign=brandfxsponsor&utm_source=META,50.85
669820,1001,5758,Meta,2026-05-07T12:19:16Z,3.62,https://valuetainment.com/?utm_medium=Paid_Social&utm_campaign=pbd pod prosp q1&utm_source=tik_tok,
659054,1013,5616,meta,2025-11-08T21:21:16Z,3.23,https://valuetainment.com/?utm_campaign=pat-lib-bundle&utm_medium=paid&utm_source=google,424.7
299244,1012,5095,meta,2025-12-20 16:12:10,11.51,https://valuetainment.com/?utm_medium=paid&utm_source=TikTok&utm_campaign=vt--summit--vip!!,106.04
248022,1002,5250,Meta,2026-05-18T22:37:10Z,,https://valuetainment.com/?utm_source=tiktok&utm_campaign=brand-gs-promo&utm_medium=ppc,642.07
773218,1004,5281,META ,2026-02-25T23:00:09Z,11.82,https://valuetainment.com/?utm_campaign=sales mastery lnch&utm_source=google&utm_medium=CPC,94.0
572840,1007,5114,meta,2026-06-06T02:40:06Z,2.95,https://valuetainment.com/?utm_campaign=vt summit lastcall&utm_source=TikTok,
710682,1010,5095,Meta,01/30/2026 09:57,10.69,https://valuetainment.com/?utm_campaign=pbd_cold&utm_source=Google,522.78
705125,1008,5284,google,2026-03-14T06:15:30Z,,https://valuetainment.com/?utm_source=google&utm_medium=paid&utm_campaign=br@nd_fx_sp0ns0r,
158631,1015,5558,Google,02/17/2026 09:20,4.63,https://valuetainment.com/?utm_medium=Paid_Social&utm_campaign=pbdytremarketing&utm_source=TikTok,567.05
134225,1005,5089,Meta,2026-05-31T17:57:46Z,8.97,https://valuetainment.com/?utm_source=google&utm_campaign=pbd retarget warm,363.23
918665,1003,5142,Google,11/14/2025 08:28,9.4,https://valuetainment.com/?utm_source=tiktok&utm_medium=ppc&utm_campaign=Vt_summit_earlybird,439.78
248918,1001,5223,Google,2026-03-03 23:12:42,4.82,https://valuetainment.com/?utm_medium=Paid_Social&utm_source=google&utm_campaign=pbd_p0d_pr0sp_q1,
899786,1014,5718,meta,2026-02-02T10:08:28Z,,https://valuetainment.com/?utm_source=meta&utm_medium=paid&utm_campaign=brand-protein-q2,
181998,1009,5032,TikTok,11/25/2025 11:46,10.6,https://valuetainment.com/?utm_campaign=leadership--101--ev!!&utm_medium=ppc&utm_source=TikTok,756.39
488514,1013,5114,tiktok,2026-04-22T19:44:08Z,3.58,https://valuetainment.com/?utm_campaign=patlibbundle&utm_medium=paid&utm_source=TikTok,
526807,1015,5665,meta,2026-02-11 19:38:50,6.01,https://valuetainment.com/?utm_medium=CPC&utm_campaign=pbd--yt--remarketing!!&utm_source=META,196.09
567953,1014,5238,TikTok,2025-11-26T23:45:36Z,,https://valuetainment.com/?utm_medium=Paid_Social&utm_campaign=br@nd_pr0tein_q2&utm_source=meta,409.15
640247,1013,5754,Google,2026-02-15 21:10:24,5.71,https://valuetainment.com/?utm_campaign=pat-lib-bundle&utm_source=tiktok&utm_medium=ppc,
640865,1010,5517,GOOGLE,10/12/2025 19:38,2.49,https://valuetainment.com/?utm_campaign=PBD_COLD_SCALE&utm_source=TikTok&utm_medium=Paid_Social,20.43
623376,1012,5603,google,04/22/2026 04:17,5.94,https://valuetainment.com/?utm_campaign=vt--summit--vip!!&utm_source=META&utm_medium=cpc,281.77
374433,1001,5238,Google,10/19/2025 16:04,2.21,https://valuetainment.com/?utm_source=google&utm_medium=Paid_Social&utm_campaign=pbd_p0d_pr0sp_q1,712.48
474234,1005,5114,google,2025-10-05T07:46:49Z,4.94,https://valuetainment.com/?utm_source=tiktok&utm_medium=CPC&utm_campaign=pbd--retarget--warm!!,252.24
653392,1014,5223,Meta,2025-12-15T17:45:05Z,7.77,https://valuetainment.com/?utm_source=google&utm_medium=CPC&utm_campaign=br@nd_pr0tein_q2,416.27
368958,1012,5030,Meta,05/10/2026 09:47,9.07,https://valuetainment.com/?utm_medium=cpc&utm_source=meta&utm_campaign=vt summit vip,227.85
976581,1013,5828,Google,2026-05-09 03:43:34,8.98,https://valuetainment.com/?utm_source=tik_tok&utm_campaign=pat_lib_,2.33
734122,1015,5777,META ,2026-02-27T00:37:44Z,8.91,https://valuetainment.com/?utm_source=Google&utm_campaign= pbd_yt_remarketing &utm_medium=paid,
226516,1004,5758,Meta,2025-12-24T00:51:03Z,4.25,https://valuetainment.com/?utm_campaign= sales_mastery_lnch &utm_medium=Paid_Social&utm_source=Google,760.7
214923,1008,5114,META ,2025-12-13T06:44:01Z,6.58,https://valuetainment.com/?utm_campaign=br@nd_fx_sp0ns0r&utm_medium=CPC&utm_source=tik_tok,
740476,1011,5718,meta,10/02/2025 22:35,4.75,https://valuetainment.com/?utm_medium=cpc&utm_source=META&utm_campaign=c0nsult_dfy_retgt,417.44
621429,1008,5759,meta,2026-04-12T10:57:13Z,11.81,https://valuetainment.com/?utm_campaign=brand fx sponsor&utm_medium=cpc&utm_source=META,
414901,1010,5459,Google,2026-01-14T11:43:04Z,5.01,https://valuetainment.com/?utm_campaign=PBD_COLD_SCALE&utm_medium=CPC,467.1
861241,1007,5095,TikTok,2026-04-04 16:36:38,12.02,https://valuetainment.com/?utm_campaign=vtsummitlastcall&utm_medium=Paid_Social&utm_source=facebook,321.45
698910,1005,5718,META,2025-11-12T13:41:04Z,5.81,https://valuetainment.com/?utm_campaign=pbd--retarget--warm!!&utm_source=meta,
882962,1014,5777,meta,2026-05-03T07:08:33Z,1.19,https://valuetainment.com/?utm_campaign= brand_protein_q2 &utm_medium=paid&utm_source=google,272.81
897359,1003,5027,meta,2026-04-04 00:28:18,5.33,https://valuetainment.com/?utm_campaign=VT_SUMMIT_EARLYBIRD&utm_source=facebook,
375570,1001,5692,google,03/15/2026 05:30,1.97,https://valuetainment.com/?utm_medium=CPC&utm_source=meta&utm_campaign=pbdpodprospq1,461.56
687713,1006,5142,Google,04/29/2026 22:54,10.03,https://valuetainment.com/?utm_source=tiktok&utm_campaign=ceo-bootcamp-prosp&utm_medium=Paid_Social,
879010,1012,5281,GOOGLE,2026-04-01 16:52:32,8.75,https://valuetainment.com/?utm_campaign=vt_summit_vip&utm_source=TikTok&utm_medium=CPC,203.14
200790,1015,5006,Google,06/08/2026 18:56,1.48,https://valuetainment.com/?utm_source=Google&utm_campaign=pbd_yt_rem@rketing,
180608,1012,5517,Meta,2026-06-04 23:13:47,7.57,https://valuetainment.com/?utm_source=tiktok&utm_medium=CPC&utm_campaign=vt_summit_vip,498.1
433142,1014,5890,tiktok,2026-02-16 05:11:39,8.88,https://valuetainment.com/?utm_campaign=brand_pr&utm_source=meta&utm_medium=cpc,3.5
197549,1001,5574,google,2025-12-21T02:35:59Z,9.09,https://valuetainment.com/?utm_campaign=Pbd_pod_prosp_q1&utm_source=META&utm_medium=ppc,
932881,1013,5114,meta,2026-01-08 05:38:34,0.98,https://valuetainment.com/?utm_medium=ppc&utm_campaign=pat lib bundle&utm_source=tik_tok,98.66
731429,1009,5603,google,2026-03-05 18:27:17,3.06,https://valuetainment.com/?utm_campaign=Leadership_101_ev&utm_source=google&utm_medium=cpc,
282544,1013,5284,google,12/11/2025 10:34,6.18,https://valuetainment.com/?utm_source=meta&utm_campaign=p@t_lib_bundle,
115533,1010,5603,Meta,2025-12-13 13:26:38,4.09,https://valuetainment.com/?utm_medium=cpc&utm_campaign=PBD_COLD_SCALE&utm_source=tiktok,443.66
648701,1012,5603,Meta,04/13/2026 19:54,1.33,https://valuetainment.com/?utm_campaign=vtsummitvip&utm_source=meta,457.5
158639,1013,5142,TIKTOK,2025-12-28T01:09:42Z,4.48,https://valuetainment.com/?utm_source=facebook&utm_campaign=pat lib bundle,347.44
616910,1010,5718,google,2026-03-14 23:43:48,3.77,https://valuetainment.com/?utm_source=Google&utm_medium=cpc&utm_campaign=pbd--cold--scale!!,639.88
775609,1015,5558,google,10/14/2025 03:22,8.54,https://valuetainment.com/?utm_source=tik_tok&utm_campaign=pbdytremarketing&utm_medium=paid,242.04
324411,1015,5758,google,2025-11-11 16:20:12,10.71,https://valuetainment.com/?utm_medium=CPC&utm_source=tik_tok&utm_campaign=pbd yt remarketing,558.51
396141,1002,5718,META,11/12/2025 23:47,12.18,https://valuetainment.com/?utm_source=Google&utm_campaign=Brand_gs_promo&utm_medium=paid,373.32
468889,1003,5030,google,01/06/2026 08:45,10.6,https://valuetainment.com/?utm_campaign=vt--summit--earlybird!!&utm_source=meta&utm_medium=paid,610.84
515036,1007,5459,GOOGLE,2025-11-04T01:42:11Z,10.44,https://valuetainment.com/?utm_source=tik_tok&utm_campaign=vt_summi,103.41
732275,1007,5429,google,2026-02-08T21:20:49Z,12.04,https://valuetainment.com/?utm_campaign=vt_summit_l@stc@ll&utm_medium=Paid_Social&utm_source=tiktok,
423912,1014,5225,TIKTOK,2026-04-05 18:52:03,3.55,https://valuetainment.com/?utm_campaign=br@nd_pr0tein_q2&utm_source=meta&utm_medium=CPC,
887663,1013,5758,Meta,04/30/2026 06:09,8.83,https://valuetainment.com/?utm_medium=Paid_Social&utm_source=tik_tok&utm_campaign=pat--lib--bundle!!,285.55
406646,1006,5759,GOOGLE,2025-11-19T10:27:07Z,2.66,https://valuetainment.com/?utm_medium=paid&utm_source=google&utm_campaign=CEO_BOOTCAMP_PROSP,382.61
814191,1003,5429,META ,01/24/2026 13:26,8.92,https://valuetainment.com/?utm_campaign=vt summit earlybird&utm_source=meta&utm_medium=CPC,65.82
327053,1006,5604,meta,2025-12-31T03:56:36Z,1.04,https://valuetainment.com/?utm_campaign=Ceo_bootcamp_prosp&utm_medium=ppc,684.72
752300,1001,5142,META,2026-01-22 04:19:59,,https://valuetainment.com/?utm_medium=CPC&utm_campaign= pbd_pod_prosp_q1 &utm_source=META,766.43
148903,1015,5095,Meta,2025-11-23T08:39:01Z,9.3,https://valuetainment.com/?utm_source=META&utm_campaign=pbd yt remarketing&utm_medium=CPC,
787712,1013,5558,meta,2025-11-13T22:45:54Z,2.23,https://valuetainment.com/?utm_source=Google&utm_medium=Paid_Social&utm_campaign=pat-lib-bundle,637.48
459482,1009,5616,meta,11/18/2025 14:25,2.24,https://valuetainment.com/?utm_campaign=leadership101ev,595.71
751254,1006,5758,Meta,2026-02-08 19:31:00,8.27,https://valuetainment.com/?utm_source=TikTok&utm_campaign=ceo bootcamp prosp&utm_medium=cpc,
725711,1015,5604,google,2025-11-16 02:44:36,12.17,https://valuetainment.com/?utm_source=google&utm_campaign=pbd--yt--remarketing!!,547.44
279105,1013,5238,META,2026-06-03 11:50:16,8.38,https://valuetainment.com/?utm_source=tiktok&utm_campaign=pat--lib--bundle!!,80.12
212418,1001,5665,meta,2026-05-28T00:09:47Z,8.78,https://valuetainment.com/?utm_campaign=pbd_pod_prosp_q1&utm_medium=ppc&utm_source=Google,
817909,1001,5654,Meta,12/12/2025 09:00,3.23,https://valuetainment.com/?utm_campaign=pbd_pod_&utm_source=tik_tok&utm_medium=Paid_Social,
287375,1015,5238,meta,2026-04-17 20:04:22,10.96,https://valuetainment.com/?utm_campaign=pbd yt remarketing&utm_medium=cpc,
873566,1014,5459,Meta,05/15/2026 04:56,5.91,https://valuetainment.com/?utm_source=tik_tok&utm_campaign=brand-protein-q2,690.32
907623,1010,5006,META ,12/04/2025 23:06,3.16,https://valuetainment.com/?utm_source=META&utm_campaign=pbd-cold-scale&utm_medium=paid,6.83
817953,1008,5665,tik_tok,04/16/2026 18:49,6.64,https://valuetainment.com/?utm_campaign=brand fx sponsor&utm_medium=ppc&utm_source=tik_tok,
124655,1008,5890,meta,2025-12-21 02:29:53,8.85,https://valuetainment.com/?utm_source=TikTok&utm_campaign=brand_fx_sponsor&utm_medium=ppc,32.1
620580,1007,5654,META ,10/01/2025 20:59,5.33,https://valuetainment.com/?utm_medium=ppc&utm_campaign=VT_SUMMIT_LASTCALL&utm_source=META,117.24
265612,1004,5095,tiktok,2026-04-17 11:06:48,7.89,https://valuetainment.com/?utm_campaign=sales-mastery-lnch&utm_source=TikTok,
792829,1007,5517,google,2025-11-02T22:58:32Z,8.84,https://valuetainment.com/?utm_medium=Paid_Social&utm_source=google&utm_campaign=vt-summit-lastcall,504.49
407805,1002,5603,google,2026-05-28T18:17:57Z,3.25,https://valuetainment.com/?utm_medium=ppc&utm_source=TikTok&utm_campaign=brand gs promo,783.03
683542,1011,5758,google,2026-04-23 12:21:20,12.42,https://valuetainment.com/?utm_medium=ppc&utm_campaign=CONSULT_DFY_RETGT&utm_source=google,605.94
280751,1015,5759,GOOGLE,2025-11-07T06:32:49Z,3.78,https://valuetainment.com/?utm_medium=paid&utm_source=META&utm_campaign=pbd--yt--remarketing!!,248.79
958914,1003,5025,google,2026-04-05T20:53:21Z,0.48,https://valuetainment.com/?utm_campaign=vt_summit_e@rlybird&utm_source=TikTok&utm_medium=CPC,54.05
342124,1001,5758,meta,2026-01-26T09:05:07Z,9.48,https://valuetainment.com/?utm_medium=ppc&utm_campaign= pbd_pod_prosp_q1 &utm_source=TikTok,439.19
802812,1001,5692,Meta,2026-01-06 07:23:52,,https://valuetainment.com/?utm_medium=cpc&utm_campaign=pbdpodprospq1&utm_source=Google,
168037,1005,5604,Meta,11/22/2025 03:50,6.43,https://valuetainment.com/?utm_campaign=Pbd_retarget_warm&utm_source=TikTok,113.89
382719,1013,5604,TIKTOK,2026-02-05T15:15:06Z,9.54,https://valuetainment.com/?utm_campaign=pat-lib-bundle&utm_source=TikTok,684.54
664991,1009,5025,meta,2026-02-05 12:58:01,,https://valuetainment.com/?utm_campaign=Leadership_101_ev&utm_medium=paid&utm_source=TikTok,
239563,1011,5089,Meta,2026-05-01T02:47:09Z,9.36,https://valuetainment.com/?utm_source=tiktok&utm_medium=cpc&utm_campaign=consult dfy retgt,631.63
200575,1003,5250,Meta,2026-05-30T12:32:21Z,12.17,https://valuetainment.com/?utm_campaign=VT_SUMMIT_EARLYBIRD&utm_source=tiktok&utm_medium=ppc,247.31
798024,1008,5733,META,10/12/2025 16:42,9.99,https://valuetainment.com/?utm_source=META&utm_medium=paid&utm_campaign=brand--fx--sponsor!!,534.97
192476,1004,5654,tiktok,2025-11-06T01:23:41Z,5.88,https://valuetainment.com/?utm_medium=ppc&utm_source=facebook&utm_campaign=SALES_MASTERY_LNCH,
442505,1009,5114,Meta,2025-10-30T02:34:31Z,5.12,https://valuetainment.com/?utm_source=facebook&utm_campaign=leadership-101-ev&utm_medium=paid,104.27
497753,1004,5095,meta,04/29/2026 07:36,5.64,https://valuetainment.com/?utm_medium=cpc&utm_campaign=sales_ma&utm_source=tiktok,
103026,1004,5006,Meta,03/20/2026 20:49,10.39,https://valuetainment.com/?utm_medium=Paid_Social&utm_campaign=sales mastery lnch&utm_source=tiktok,
458797,1013,5733,Meta,2026-05-15 19:05:06,11.88,https://valuetainment.com/?utm_campaign=patlibbundle&utm_source=tiktok,
901266,1005,5223,tiktok,2026-03-12T09:11:16Z,4.95,https://valuetainment.com/?utm_campaign=pbdretargetwarm&utm_medium=ppc&utm_source=tik_tok,530.2
567541,1013,5654,meta,03/01/2026 15:34,,https://valuetainment.com/?utm_medium=paid&utm_campaign=pat lib bundle&utm_source=tiktok,522.29
472365,1013,5759,tiktok,02/12/2026 12:21,7.19,https://valuetainment.com/?utm_source=tiktok&utm_campaign=p@t_lib_bundle,
355840,1010,5006,meta,2026-05-18T06:24:03Z,,https://valuetainment.com/?utm_campaign=pbd cold scale&utm_medium=CPC&utm_source=Google,
263450,1013,5027,google,11/02/2025 07:47,10.01,https://valuetainment.com/?utm_medium=ppc&utm_campaign=pat-lib-bundle,
341248,1010,5459,META ,2026-03-19T09:29:31Z,3.55,https://valuetainment.com/?utm_campaign=Pbd_cold_scale&utm_source=facebook&utm_medium=CPC,82.02
944658,1008,5203,google,2026-04-04 18:13:48,10.84,https://valuetainment.com/?utm_source=Google&utm_campaign=brand fx sponsor&utm_medium=CPC,
477559,1014,5223,meta,2026-01-31 12:28:10,6.14,https://valuetainment.com/?utm_medium=CPC&utm_source=TikTok&utm_campaign=brand_pr,162.7
375218,1014,5223,TIKTOK,2026-03-03 06:12:26,9.52,https://valuetainment.com/?utm_source=tiktok&utm_campaign=brand protein q2&utm_medium=paid,
666093,1015,5754,Meta,2026-02-05 08:07:56,1.51,https://valuetainment.com/?utm_source=TikTok&utm_campaign=pbd_yt_remarketing&utm_medium=Paid_Social,77.03
710990,1014,5250,meta,2025-12-27T05:14:48Z,,https://valuetainment.com/?utm_medium=ppc&utm_campaign=brand protein q2,304.87
610622,1015,5890,Meta,2026-03-11T15:28:20Z,0.54,https://valuetainment.com/?utm_source=META&utm_medium=Paid_Social&utm_campaign=pbdytremarketing,565.39
778929,1003,5828,google,04/27/2026 17:00,4.97,https://valuetainment.com/?utm_source=Google&utm_medium=paid&utm_campaign= vt_summit_earlybird ,573.63
707514,1007,5517,google,03/23/2026 18:59,11.64,https://valuetainment.com/?utm_campaign=vt_summit_lastcall&utm_medium=ppc&utm_source=meta,
747968,1015,5025,google,2026-01-31 06:07:51,4.83,https://valuetainment.com/?utm_source=TikTok&utm_campaign=pbd_yt_r&utm_medium=cpc,
956526,1006,5517,META,2025-11-08 21:43:14,4.8,https://valuetainment.com/?utm_medium=Paid_Social&utm_source=tik_tok&utm_campaign=ceo-bootcamp-prosp,488.65
592833,1014,5032,meta,2025-10-23 16:25:40,6.51,https://valuetainment.com/?utm_medium=Paid_Social&utm_campaign=Brand_protein_q2,488.82
571345,1012,5432,google,2026-03-19T21:56:02Z,12.37,https://valuetainment.com/?utm_medium=CPC&utm_campaign=vtsummitvip&utm_source=google,159.79
979917,1003,5828,google,2025-10-28 10:33:15,7.68,https://valuetainment.com/?utm_source=Google&utm_medium=ppc&utm_campaign= vt_summit_earlybird ,42.44
439173,1007,5913,google,11/05/2025 00:32,2.61,https://valuetainment.com/?utm_medium=CPC&utm_source=META&utm_campaign=VT_SUMMIT_LASTCALL,570.11
835738,1007,5754,GOOGLE,2025-10-30 03:51:19,4.11,https://valuetainment.com/?utm_campaign=vt--summit--lastcall!!&utm_source=tik_tok&utm_medium=CPC,
656405,1014,5777,tiktok,2026-04-03T13:10:46Z,8.88,https://valuetainment.com/?utm_campaign=brand_protein_q2&utm_medium=Paid_Social&utm_source=google,294.74
796265,1009,5733,google,2025-12-31 16:48:01,10.22,https://valuetainment.com/?utm_campaign=Leadership_101_ev&utm_source=tiktok,
564919,1004,5142,Google,2026-01-29T20:13:36Z,3.77,https://valuetainment.com/?utm_campaign=salesmasterylnch&utm_medium=cpc&utm_source=TikTok,
547898,1006,5603,google,2025-12-17T19:13:31Z,10.76,https://valuetainment.com/?utm_medium=CPC&utm_source=META&utm_campaign=ceobootcampprosp,614.22
732954,1010,5006,google,2025-10-12T20:05:59Z,4.99,https://valuetainment.com/?utm_source=google&utm_medium=paid&utm_campaign=pbd_cold,738.87
649855,1005,5225,tiktok,2025-12-25 17:58:43,,https://valuetainment.com/?utm_medium=cpc&utm_campaign=pbd--retarget--warm!!&utm_source=tik_tok,119.66
142875,1003,5030,google,2026-01-17T19:16:27Z,,https://valuetainment.com/?utm_campaign=vt-summit-earlybird&utm_source=tik_tok&utm_medium=cpc,257.31
435079,1015,5025,TIKTOK,2026-03-07 12:31:29,11.69,https://valuetainment.com/?utm_medium=cpc&utm_source=google&utm_campaign= pbd_yt_remarketing ,717.27
101089,1008,5114,Meta,2026-04-10T07:10:23Z,2.51,https://valuetainment.com/?utm_medium=cpc&utm_source=facebook&utm_campaign=BRAND_FX_SPONSOR,35.81
972786,1005,5665,meta,2026-04-06T06:08:11Z,7.06,https://valuetainment.com/?utm_medium=ppc&utm_source=google&utm_campaign=pbdretargetwarm,134.44
805282,1010,5025,META,06/09/2026 07:18,7.73,https://valuetainment.com/?utm_campaign=pbd_cold_scale&utm_medium=Paid_Social,574.63
751568,1001,5104,meta,2026-01-16T14:16:23Z,7.87,https://valuetainment.com/?utm_campaign= pbd_pod_prosp_q1 &utm_medium=Paid_Social&utm_source=facebook,
